Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,Q0_ProlificID,Q1,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q7_4_TEXT,Q8,Q8_5_TEXT,Q9,Q9_9_TEXT,Q10_1,Q11,Q11_7_TEXT,Q12,Q13,Q13_7_TEXT,Q14,Q15,Q16 ,Q17,Q17_1_TEXT,Q18,Q19,Q20,Q21,Q21_5_TEXT,Q22,Q23,Q24,Q24_4_TEXT,Q25,Q25_5_TEXT,Q26,Q26_9_TEXT,Q27_1,Q28,Q28_7_TEXT,Q29,Q30,Q30_7_TEXT,Q31,Q32,Q33,Q34,Q34_1_TEXT,Q35,Q36,Q37,Q38,Q39_1,Q40_1
344,True,7/22/25 14:11,R_2k7uB51EwvcyLFn,"37,2662","-6,93",EN,"0,8999999762",60984a1b0cce76d16c4ca781,Yes,"1
It was me, Marta from IT, and Javier, another admin assistant. We were just chatting during a coffee break.

2
In the office kitchen, right next to the printer. We were standing around, having a quick break.

3
Javier got a sketchy email pretending to be from Correos, and Marta said it was phishing. She gave us some quick tips to spot fake emails.

4
Javier showed the email out loud like it was funny... and Marta immediately got seriou That kicked off the whole chat about online scams.

5
Like 15 or more maybe 20 minutes, n. Time flew because it was actually super useful.

6Marta said most cyberattacks happen because someone clicks something without thinking. Since then, I always double-check weird links or emails...",2,Colleague,,Other,,Workplace/University,,"Personal experience (e.g., cybersecurity incident)",,"Identity theft or fraud,Phishing or scams",,3,Interested/curious,,Because it is a sensitive issue that we should all take into account because it can happen to us.,Interested/curious,,"because I think it is an important topic, and in addition to empathizing with our partner",,,,,No,,,,,,,,,,,,,,,,,,,,,,,,36,Female,spain,history,3,5 (Strongly agree)
588,True,7/22/25 14:11,R_2jND0X4TzyInQUF,"51,6448","17,8151",EN,"0,8999999762",5e8a5a892f6f027054a83d88,Yes,"The last time I talked about cybersecurity with someone was my aunt about a month ago. Her Facebook account got hacked and the person who did it started sending messages asking for money. Few people including me contacted her, she contacted the support, changed her passwords and got her account back few hours later. She didn't have the 2FA set up and someone just needed to guess her password. We talked about how important it is to use unique passwords and secure the account with as much steps as possible.",1,Other (please specify),family member,Myself,No,At home,,"Personal experience (e.g., cybersecurity incident)",,"Application areas (web browsing, smartphone, social media etc.),Incidents (ransomware attack, data breach, leak, device theft etc.),Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.)",,4,Helpful/responsible,,I wanted to give my advice to the person I talked to.,Confident/informed,,She appreciated the advice and made the necessary steps.,Yes,More secure passwords and accounts.,,,No,,,,,,,,,,,,,,,,,,,,,,,,28,Male,Poland,Freight forwarder,3,5 (Strongly agree)
995,True,7/22/25 14:20,R_8JCrDuaI1WzvwWJ,"59,3326","18,0651",EN,"0,6999999881",67229811bb29b9274c500958,Yes,"I spoke with my family members about updating/changing passwords regarding a databreach affecting big companies, such as Google. We were all at home and saw it on the news. I helped my parents change and save their new passwords. The whole event took about 20 minutes, from reading the news to confirming the new passwords.",2,Other (please specify),Family,Myself,"Yes, somebody I know",At home,,"Personal experience (e.g., cybersecurity incident),News story or social media post",,"Incidents (ransomware attack, data breach, leak, device theft etc.),Phishing or scams",,5 (Strongly agree),"Worried/anxious,Confident/informed,Annoyed,Helpful/responsible",,Because I have had similar incidents before and knew how I was going to handle the situation.,"Worried/anxious,Annoyed",,Worried that personal information might get leaked.,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,23,Male,Sweden,Finance,5 (Strongly agree),5 (Strongly agree)
2100,True,7/22/25 14:25,R_2kUh0u4eUurPbE8,"36,5251","-5,0426",EN,"0,3000000119",5e73746e686c0c2c978392e1,Yes,I talked to my cousin about passwords in a cafeteria for half an hour because there are a lot of problems about cybersecurity nowadays. ,1,Other (please specify),cousin,Myself,No,"Public space (e.g., café, train)",,"Personal experience (e.g., cybersecurity incident),News story or social media post",,"Identity theft or fraud,Incidents (ransomware attack, data breach, leak, device theft etc.),Phishing or scams,Privacy tools (permission manager, cookie banners etc.),Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.),Surveillance or data collection (government, companies etc.)",,4,"Interested/curious,Confident/informed,Helpful/responsible",,Because I think it is an important topic.,"Interested/curious,Confident/informed,Helpful/responsible",,Because he is a kind person.,Yes,"I will be more careful about cybersecurity, (passwords, etc.)","Yes, I had (How many?)",1,No,,,,,,,,,,,,,,,,,,,,,,,,50,Male,Spain,Social worker,3,5 (Strongly agree)
303,True,7/22/25 14:46,R_2PznjPKpwC35Pzl,"40,6439","22,9358",EN,"0,8999999762",5d374dad87890100159e52b3,Yes,"1) head manager of cyber security police department
2) meeting place
3) cyber security issues
4) social media vulnerability
5) 2 hours
6) it was very useful",25,Stranger,,Other,No,Workplace/University,,Other (please specify),it was public converstation,"Application areas (web browsing, smartphone, social media etc.),Incidents (ransomware attack, data breach, leak, device theft etc.),Phishing or scams,Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.)",,4,"Interested/curious,Confident/informed",,i trust my self,Interested/curious,,because it was realy interesting,,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,39,Male,greece,media,3,5 (Strongly agree)
35,True,7/30/25 13:30,R_2qxMaAz66r1C1Zv,"51,4933","-0,1141",EN,"0,200000003",5db6fa3b20430d000d2eb752,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Female,England,Governemt,4,4
67,True,7/30/25 13:31,R_8MScdHwKosDmQqR,"51,6004","-0,1168",EN,"0,3000000119",5aff33bae55f90000139f664,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,Male,United Kingdom,Childminder,1 (Strongly disagree),5 (Strongly agree)
128,True,7/30/25 13:33,R_7mReB7oFVe6GOYN,"44,0969","-70,1863",EN,"0,8999999762",67389f3912380b4b3cd0b7d7,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,Male,USA,Retired Probation Officer,1 (Strongly disagree),5 (Strongly agree)
213,True,7/30/25 13:33,R_8EVTNh7rcoto7CX,"50,9034","0,5636",EN,"0,8999999762",5ebc168e8b24060127d0dae6,Yes,I was talking to a friend at a party about phishing attacks - I remember we discussed an article about an attack on the London library. He brought up the topic. I remember being surprised that the attack was so subtle. I think it was sent as a job application.,2,Friend,,Other,No,Other (please specify),party,News story or social media post,,"Application areas (web browsing, smartphone, social media etc.),Incidents (ransomware attack, data breach, leak, device theft etc.),Phishing or scams",,2,Interested/curious,,I think it's an interesting topic - I would like to learn more about it,Interested/curious,,They seemed equally as interested,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,32,Male,England,Teacher,1 (Strongly disagree),5 (Strongly agree)
341,True,7/30/25 13:35,R_7H8jYbeSmWsnA6h,"38,4799","-121,4451",EN,"0,8999999762",65e975039c7865e835a2936c,Yes,"My girlfriend, we were at home and were talking about logins and re-using passwords. She was making a new account and was thinking of using an old password and I talked with her about why that was problematic for maybe 3-4 minutes.",1,Other (please specify),Significant other,Myself,No,At home,,"Personal experience (e.g., cybersecurity incident)",,"Security behavior (choice of passwords, updating software etc.)",,4,Helpful/responsible,,Because she ended up agreeing with and understanding what I was saying and it made me feel better about her security online.,"Worried/anxious,Confident/informed",,"I think she was slightly concerned about the prospects of being hacked, but felt more confident once I explained how to lower the risks",Yes,More secure passwords and 2FA account management ,,,No,,,,,,,,,,,,,,,,,,,,,,,,25,Male,United States,N/A; unemployed ,2,5 (Strongly agree)
353,True,7/30/25 13:35,R_8pVYOBe9ARJKJ0m,"53,0278","-2,1658",EN,"0,8999999762",611152987d872a13bd7b7cac,Yes,My Dad was concerned about getting viruses on his computer. I asked him if he had any anti virus installed. He didn't so I pointed him to one. ,1,Other (please specify),My Dad,Myself,No,At home,,Someone asked for advice,,"Security tools (password managers, antivirus, VPN etc.)",,4,Confident/informed,,I knew enough to help him.,Interested/curious,,They wanted to learn and understand what they should do.,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,35,Male,UK,Games Programming,2,5 (Strongly agree)
320,True,7/30/25 13:36,R_3jZqziOY7dgXkm5,"44,2433","-88,3564",EN,"0,8999999762",67731006e7899dc216d59b95,Yes,"I recently did a data center tour in a nearby city. While driving to the city, I was also carrying our security director as a placement. The conversation during the trip weaved in and out of topics that included a cyber security/threat actor incident we went through together in 2023. We talked about the threat actors and improvements that we've made since. It lasted on and off for about two hours.",2,Colleague,,Myself,"Yes, somebody I know",Other (please specify),In a car,"Personal experience (e.g., cybersecurity incident)",,"Incidents (ransomware attack, data breach, leak, device theft etc.),Phishing or scams,Security tools (password managers, antivirus, VPN etc.)",,5 (Strongly agree),"Interested/curious,Helpful/responsible",,I feel that we have made significant improvements to our environment since the incident. The real trick now is to continue to use that energy to drive improvement proactively.,"Interested/curious,Confident/informed",,This person was not in the security role at the time but was promoted to it. Since then he has improved the position substantially.,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,37,Male,USA,Information technology manager,4,5 (Strongly agree)
379,True,7/30/25 13:36,R_2OMI3MWa8waEqTp,"54,58","-5,928",EN,"0,8999999762",5bbb5e3f118c0600013c3202,Yes,I had a conversation with my boss about cybersecurity last week as there had been an attempted security breach on our bank. So we had to up our security and plan any future breach issues,2,Colleague,,Myself,No,Workplace/University,,Work/school-related requirement,,"Identity theft or fraud,Privacy tools (permission manager, cookie banners etc.),Security behavior (choice of passwords, updating software etc.)",,4,Confident/informed,,I knew what needed to be done and how the subject needed to be broached,"Worried/anxious,Confident/informed",,they were worried as to what to do,Yes,Stricter security checks put in place,,,No,,,,,,,,,,,,,,,,,,,,,,,,39,Female,northern ireland,education,4,5 (Strongly agree)
271,True,7/30/25 13:37,R_8dFVRGq8kA6bMsb,"53,4809","-2,2374",EN,"0,8000000119",63f78706289c35a575276c12,Yes,I was talking to my mum about the M&S cyber attack and we couldn't believe such a huge company had had such a dramatic attack and that their entire operation had almost been brought to a standstill. We spoke about it as we both shop there a lot. It was triggered because it was all over the news and everyone was reporting on it. We also had upcoming holidays and wanted to shop online and could not do this. ,2,Other (please specify),Relative,Myself,No,At home,,News story or social media post,,"Identity theft or fraud,Incidents (ransomware attack, data breach, leak, device theft etc.)",,2,"Interested/curious,Worried/anxious",,A little worried about our card details and the future of a good store,"Interested/curious,Worried/anxious",,Had the same feelings ,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,36,Female,UK,HR,3,5 (Strongly agree)
467,True,7/30/25 13:38,R_8flp4DztjNBn1Jd,"55,0168","-1,451",EN,"0,400000006",5d2f85f28e588a0019164d77,Yes,"M&S had their online business hacked which had a huge impact on the whole business, they could not take online orders, customers details were at risk so everyone had to change their password. There was a shortage of some things instore and it was costing M&S millions of pounds per day. The problem went on for several weeks and even when it was sorted it took a long time for things to return to normal.
It was triggered by a news report that I was watching at home and I spoke with my husband about it. We probably talked for about 10 minutes about the problems and implications ",1,Other (please specify),Husband,Myself,"Yes, somebody I know",At home,,News story or social media post,,"Incidents (ransomware attack, data breach, leak, device theft etc.)",,3,"Interested/curious,Worried/anxious,Annoyed",,It worried me that the hackers could have access to my personal information and I was annoyed that it had happened and how it would affect me but also interested in the details of what had occurred,Interested/curious,,It was not something he was aware of,Yes,I had to change my password with the company,,,No,,,,,,,,,,,,,,,,,,,,,,,,64,Female,England,Insurance,2,5 (Strongly agree)
